identifier,description,subject[0],subject[1],subject[2],title,creator,date,collection,language,licenseurl,rights,contributor,credits
lewis_e_109,,Book of Hours,19th century,16th century,"Book of Hours, Use of Rome",,1850,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_110,,Book of Hours,15th century,France,"Book of Hours, use of Rome",,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_111,,15th century,French,France,"Book of Hours, use of Rome",,1485,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_112,,Book of Hours,16th century,France,"Book of Hours, Use of Rome",,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_113,,Book of Hours,16th century,France,"Book of Hours, use of Rome",,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_114,,Book of Hours,15th century,Christian,"Book of Hours, Use of Rome",,1440,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_115,,Book of Hours,15th century,Christian,"Book of Hours, Use of Rome",,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_116,,15th century,Italian,Italy,"Book of Hours, Use of Rome",,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_117,,15th century,Italian,Italy,"Book of Hours, Use of Rome",,1460,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_118,,Book of Hours,15th century,Italy,"Book of Hours, use of Rome",,1465,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_119,,Book of Hours,15th century,Christian,"Book of Hours, use of Rome; Litany and Prayers",,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_120,,15th century,Italian,Italy,"Book of Hours, use of Rome",,1490,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_121,,15th century,Italian,Italy,"Book of Hours, Use of Rome",,1485,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_122,,Book of Hours,15th century,Christian,"Book of Hours, Use of Rome",,1485,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_123,,15th century,French,France,"Book of Hours, Use of Rouen",,1485,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_124,,15th century,French,France,"Book of Hours, Use of Rouen",,1475,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_125,,Book of Hours,Prayer book,Private devotional text,"Book of Hours, Use of Rouen",,1485,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_126,,Book of Hours,15th century,16th century,"Book of Hours, Use of Rouen",,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_127,,16th century,15th century,Book of Hours,"Book of Hours, Use of Soissons?",,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_128,,15th century,French,France,"Book of Hours, use of Tours",,1490,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_129,,15th century,Netherlands,Dutch,"Book of Hours, Use of Utrecht",,1460,upenn,dum,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_130,,Book of Hours,15th century,16th century,"Book of Hours, Use of Utrecht; Scenes from the Life of Christ",,1475,upenn,dum,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_131,,15th century,Netherlands,Dutch,"Book of Hours, Use of Utrecht",,1440,upenn,dum,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_132,,16th century,Netherlands,Dutch,"Book of Hours, Use of Utrecht",,1500,upenn,dum,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_133,,15th century,France,French,"Book of Hours, Use of Troyes",,1455,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_134,,Prayer book,16th century,Christian,"Prayer Book, Use of Cologne",,1500,upenn,ger,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_135,,15th century,Christian,England,De claustro animae (The cloister of the soul),,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_136,,Treatise,11th century,12th century,Carta pisana; Sententiae (Sentences),,1090,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_137,,Treatise,12th century,Christian,Sententiae (Sentences),,1100,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_138,,History,15th century,Italian,Historia hierosolymitana (History of Jerusalem),,1459,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_139,,16th century,England,History,Excerpts from De viris illustribus (On Famous Men); Excerpts from the Supplementum chronicarum; Excerpts from the Vita Henrici Quinti (Life of Henry V); Excerpts from works on Venice; Rumores e venetiis allati...,,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_140,,Christian,16th century,Italian,"Rule of the order of the Jesuati of San Giusto alle mura, Florence",,1510,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_142,,15th century,Glossary,Germany,Repertorium juris civilis (Catalog of Civil Law),,1458,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_143,,Dogale,16th century,Italian,Dogale,,1504,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_144,,Lectionary,German,Christian,Fragment of a lectionary,,1100,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_145,,Lectionary,15th century,Austrian,Lectionary,,1468,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_148,,Liturgy,16th century,Italy,Epistolary,,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_149,,Biography,15th century,Belgium,Libellus beati misericordes (A collection of excerpts from the latin fathers),,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_150,,History,15th century,Italy,Periochae,,1460,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_151,,15th century,German,Germany,Religious manual,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_153,,Accounts,13th century,Italian,Fragment of a Martyrology,,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_154,,Literature -- Poetry,Italian,Italy,Tobias (History of Tobias),,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_156,,11th century,12th century,Greece,Fragment of a Menologium,,1000,upenn,grc,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_157,,Missal,16th century,Netherlands,"Missal, use of Rome",,1530,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_158,,13th century,Missal,Historiated initial,"Noted Missal, Dominican use",,1275,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_159,,Missal,13th century,German,Fragment of a Missal,,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_160,,Gospel Lectionary,16th century,Illumination,Gospel lectionary,,1525,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_161,,Missal,14th century,German,Missal,,1366,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_163,,15th century,German,Colophon,Lectura super quintum librum Decretalium (Commentary on the Fifth Book of Decretals),,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_164,,16th century,French,Illustration,Oedipi et Sphingis dialogus (Dialogues between Oedipus and the Sphinx); Le Sphinx,,1570,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_165,,15th century,Italian,Italy,Compendium logicae (Compendium of logic),,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_166,,14th century,France,French,Summa de virtutibus (Treatise on the virtues); Summa vitiorum (Treatise on the vices),,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_167,,Treatise,14th century,English,Tractatus moralis de virtutibus (Moral Tract on the Virtues),,1385,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_168,,Commentary,14th century,French,Historia scholastica,,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_169,,Commentary,14th century,French,Aurora,,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_170,,Treatise,14th century,French,Liber IV sententiarum (Four Books of Sentences),,1275,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_171,,15th century,Italian,Manicules,Pontifical,,1420,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_174,,Prayer book,15th century,Flemish,Prayer book,,1400,upenn,dum,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_175,,Prayer book,16th century,Flemish,Prayer against the plague; Prayer book,,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_176,,Prayer book,16th century,French,Prayer book,,1538,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_177,,Prayer book,13th century,Christian,Prayer book,,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_178,,Prayer book,15th century,Christian,Prayer book,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_179,,Prayer book,16th century,Christian,Prayer Book,,1540,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_180,,Processional,17th century,Christian,Processional,,1603,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_181,,Psalter,13th century,Flemish,Psalter,,1265,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_182,,Psalter,15th century,Flemish,Psalter,,1465,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_183_v1,,Book of Hours,15th century,Netherlands,Psalter-Hours,,1450,upenn,dut,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_183_v2,,Book of Hours,15th century,Netherlands,Psalter-Hours,,1450,upenn,dut,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_184,,Psalter,13th century,French,Psalter,,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_185,,Psalter,13th century,France,Lewis Psalter,,1220,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
lewis_e_186,,Psalter,German,Germany,Psalter,,1140,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
