"identifier","file","description","subject[0]","subject[1]","subject[2]","title","creator","date","collection","language","licenseurl","rights","contributor","credits"
"lewis_e_122","lewis_e_122.pdf","Free Library of Philadelphia, Lewis E 122. Ferrara, Italy, Late fifteenth century. This manuscript contains a Book of Hours, Use of Rome.","Book of Hours","15th century","Christian","Book of Hours, Use of Rome","Free Library of Philadelphia","1485","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_123","lewis_e_123.pdf","Free Library of Philadelphia, Lewis E 123. Rouen, France, Book of Hours produced in the late fifteenth century, probably at Rouen; hymn and prayer at end of manuscript probably written in the eighteenth century and bound in; late 15th century, with 18th-century additions. This manuscript is a late fifteenth-century illuminated book of hours, probably produced in Rouen. It is written in bâtarde and decorated with large miniatures with three-quarter borders at the hour divisions, including one with a generic female owner portrait (fol. 87r). Two full-page miniatures of the temptation of Adam and Eve and the Annunciation are by a different artist (fols. 22v-23r). Beginning with a French calendar and concluding with French prayers, it also has a French hymn and table of contents added to the end of the volume later, probably in the eighteenth century.","15th century","French","France","Book of Hours, Use of Rouen","Free Library of Philadelphia","1485","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_124","lewis_e_124.pdf","Free Library of Philadelphia, Lewis E 124. Rouen, France, Last quarter 15th century with owner inscriptions dated 1549-1582. This manuscript is a late fifteenth-century Book of Hours, Use of Rouen, with its calendar and some rubrics in French.  It is written in batârde and has eleven large miniatures with largely gold monumental borders, including one of a male owner kneeling before Saint Barbara, and one small miniature, but several missing leaves probably also had miniatures.  The text pages do not have borders, but do have relatively ornate two-line initials and alternating one-line initials of gold on red or blue.","15th century","French","France","Book of Hours, Use of Rouen","Free Library of Philadelphia","1475","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_125","lewis_e_125.pdf","Free Library of Philadelphia, Lewis E 125. France, Late 15th century. This manuscript contains a Book of Hours, Use of Rouen.","Book of Hours","Prayer","Prayer book","Book of Hours, Use of Rouen","Free Library of Philadelphia","1485","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_126","lewis_e_126.pdf","Free Library of Philadelphia, Lewis E 126. Rouen?, France, Arms of the first owners on fol. 37v (per pale, one, azure between four crescents argent a saltire engrailed or, two, gules a tower with gateway argent): coat-of-arms in a wreath, with the arms of the husband and wife impaled, identified by A. Van de Put as those of Quinard of Languedoc, and Venot-de-Noisy of Burgundy and the Lyonnais; dexter arms alternatively identified as those of the Vauquelin of Normandy by Jean-Luc Deuffic (https://sites.google.com/site/heuresbookofhours/, accessed 29 March 2017); circa 1500. This richly illuminated Book of Hours of the Use of Rouen includes fifteen full-page miniatures, most of which are framed by elaborate architectural frames painted in shell gold. The calendar contains twenty-four vignettes representing the scenes of the zodiac and the labors of the month. The unusual miniature on fol. 14v represents an allegory known as the Procès du Paradis, with female figures in grisaille representing Ecclesia, Justice, Pity, and Wisdom flanking an angel and overseen by the Trinity. An apparently original inscription above the miniature on fol. 35v mentions Louis King of the French, presumably a reference to Louis XII (r. 1498–1515). The arms of the first owners, a man from the Quinard of Languedoc and a woman from the Venot-de-Noisy are included on a roundel on fol. 37v. A miniature on fol. 69r shows the couple who originally owned the book in prayer before the Virgin and Child. The remaining text pages are decorated with imaginatively varied panel borders. The calendar is of the Use of Rouen, with Saint Romain appearing in gold (23 October, fol. 5v). The Litany includes local Rouen Saints Mello, Romanus, Audoen, Ausbert, Wandregisil, and Wulfran.","Book of Hours","15th century","16th century","Book of Hours, Use of Rouen","Free Library of Philadelphia","1500","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_127","lewis_e_127.pdf","Free Library of Philadelphia, Lewis E 127. France, Circa 1500. i+97+i","16th century","15th century","Book of Hours","Book of Hours, Use of Soissons?","Free Library of Philadelphia","1500","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_128","lewis_e_128.pdf","Free Library of Philadelphia, Lewis E 128. Tours?, France, Circa 1490. This Book of Hours of the Use of Tours contains twelve miniatures by a follower of Jean Bourdichon (1457-1521). The calendar includes both the translation of Saint Gatian (2 May, fol. 5r) and the feast for the same saint (18 December, fol. 12v), as well as Saint Marin (November 11, fol. 11r), confirming the localization for Tours. The book begins with the Gospel Lesson for John followed by the Protector in te sperantium Deus... and Obsecro te prayers. The Hours of the Virgin contains the habitual miniatures: Annunciation (fol. 17r); Visitation (fol. 26r); Nativity (fol. 35r); Annunciation to the Shepherds (fol. 39v); Adoration of the Magi (fol. 43r); Presentation in the Temple (fol. 46r); Flight into Egypt (fol. 49r); and Coronation of the Virgin (fol. 54v). The Hours of the Virgin is intercalated with a miniature of the Crucifixion (fol. 34r) and an abbreviated text for the Hours of the Cross. Between the Hours of the Virgin and the Penitential Psalms, the book contains a prayer to the Crucified Christ, O domine ihesu Christe adoro te..., which is introduced by a slightly smaller miniature of the Man of Sorrows with two angels (fol 58r). The Penitential Psalms, Litany, and prayers follow, introduced by a miniature of David in Prayer (fol. 60r). The book ends with the Office of the Dead, which is introduced by a miniature of Death as a corpse carrying a golden coffin (fol. 73v). The book belonged to the noted eighteenth-century English collector, Sir Andrew Fountaine (1676-1753), and the calligraphic inventory mark, N. 14, on the verso of the second upper flyleaf may be an inventory mark of his.","15th century","French","France","Book of Hours, use of Tours","Free Library of Philadelphia","1490","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_129","lewis_e_129.pdf","Free Library of Philadelphia, Lewis E 129. Netherlands, Circa 1460. This manuscript is a Book of Hours for the Use of Utrecht, made in the Netherlands circa 1460. The text is the translation of Gerard Groote and is written in Gothic textualis script; the Hours of the Cross are missing.  The manuscript has three large illuminated initials attributed to the Masters of Margriet Uutenham.","15th century","Netherlands","Dutch","Book of Hours, Use of Utrecht","Free Library of Philadelphia","1460","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_130","lewis_e_130.pdf","Free Library of Philadelphia, Lewis E 130. Leiden, Netherlands, 1475-1500; circa 1520. This compact Book of Hours, which lacks certain frequently-found texts including the Hours of the Virgin, Penitential Psalms, and Office of the Dead, contains Dutch translations of other, less common devotional texts first authored by Geert Groote around 1380. The calendar is of the Use of Utrecht, with an entry in red for Saint Jeroen (17 August, fol. 8v). The Hours of Eternal Wisdom occurs directly after the calendar. The miniatures in this Book of Hours, of smaller dimensions than the text pages, were inserted into the Hours of the Cross at least twenty years after the manuscript was produced. They are inserted randomly within the text and do not mark the traditional divisions of the Hours of the Cross. These miniatures were painted by a member of a group of anonymous artists known collectively as the Masters of the Suffrages. These artists were active in Leiden during the first decades of the sixteenth century.","Book of Hours","15th century","16th century","Book of Hours, Use of Utrecht; Scenes from the Life of Christ","Free Library of Philadelphia","1475","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_131","lewis_e_131.pdf","Free Library of Philadelphia, Lewis E 131. Netherlands, Mid-15th century. This is a mid-fifteenth-century Book of Hours of the Use of Utrecht, written in Dutch using the Geert Groote translation. Large penwork initials and penwork borders mark the main textual divisions. The book contains eight full-page miniatures in ink and colored wash, with limited gilding for the haloes. These miniatures are tipped-in and do not relate iconographically to the portions of the text that they introduce, and as such were likely produced separately. The miniatures on 61v, 87v, 125v, 134v, and 234v include explanatory tituli in Dutch.","15th century","Netherlands","Dutch","Book of Hours, Use of Utrecht","Free Library of Philadelphia","1440","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_132","lewis_e_132.pdf","Free Library of Philadelphia, Lewis E 132. Southern Netherlands, Circa 1500. This manuscript is a Book of Hours for the Use of Utrecht, written in Dutch and Latin in hybrida script circa 1500, with full floral borders inhabited by a variety of creatures marking the major textual divisions and many hour divisions. The texts include the Hours of the Virgin, Penitential Psalms and Litany, and Office of the Dead, all in the translations of Gerard Groote, but also the Hours for the Days of the Week in Latin and prayers in both Dutch and Latin.","16th century","Netherlands","Dutch","Book of Hours, Use of Utrecht","Free Library of Philadelphia","1500","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_133","lewis_e_133.pdf","Free Library of Philadelphia, Lewis E 133. Troyes, France, Between 1455 and 1465. This Book of Hours of the Use of Troyes contains five large miniatures attributed to an artist known as the Master of the Troyes Missal (Paris, BnF, ms. lat. 865A). It was annotated and paginated by subsequent users in the eighteenth century, and is bound in an elaborately gilt late-sixteenth-century fanfare binding bearing the name of one of its early owners, Guillemette Bézard.","15th century","France","French","Book of Hours, Use of Troyes","Free Library of Philadelphia","1455","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_134","lewis_e_134.pdf","Free Library of Philadelphia, Lewis E 134. Cologne, Germany, 16th century. This manuscript contains a prayer book.","Prayer book","16th century","Christian","Prayer Book, Use of Cologne","Free Library of Philadelphia","1500","upenn","ger","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_135","lewis_e_135.pdf","Free Library of Philadelphia, Lewis E 135. England, Circa 1450. This manuscript contains Hugh of Fouilloy's De claustro animae (The Cloister of the Soul).","15th century","Christian","England","De claustro animae (The cloister of the soul)","Free Library of Philadelphia","1450","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_137","lewis_e_137.pdf","Free Library of Philadelphia, Lewis E 137. Spain, 12th century. This manuscript is a 12th century copy, written in Spain, of the Sententiarum of St. Isidore (ca. 560-636), bishop of Seville and one of the Doctors of the Church. The Sententiarum is a collection of theological writings meant to serve as a manual for the clergy. Most of the passages were culled from the works of Gregory the Great and St. Augustine. It is divided into three parts and covers subjects such as creation, the nature of evil, ecclesiastical orders, and the judgment of God.","Treatise","12th century","Christian","Sententiae (Sentences)","Free Library of Philadelphia","1100","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_138","lewis_e_138.pdf","Free Library of Philadelphia, Lewis E 138. Milan, Italy, 1459. This manuscript is a humanist copy of the first book of Jacques de Vitry's thirteenth-century history, on Jerusalem or the Orient. The manuscript is written in one hundred chapters whose titles are listed in a table of contents at the beginning of the volume. The colophon at the end of the table of contents (fol. 5r) records that Johannes de Camenago copied the manuscript in 1459 in Milan. At least one leaf of the preface (before fol. 6) is missing, perhaps taken for its decoration. Occasional corrections and notes appear in the margins.","History","15th century","Italian","Historia hierosolymitana (History of Jerusalem)","Free Library of Philadelphia","1459","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_140","lewis_e_140.pdf","Free Library of Philadelphia, Lewis E 140. Florence, Italy, 1510. This manuscript is a humanistic copy of the rule of the Gesuati and additional constitutions approved at a general assembly in Florence in 1485. It belonged to the Gesuati monastery of San Giusto outside the walls of Florence. Its colophon records that it was copied by Piero di Simon Bartholi in Florence in 1510. It has a title page and two additional pages with illuminated borders and a decorated initial at the beginning of each chapter.","Christian","16th century","Italian","Rule of the order of the Jesuati of San Giusto alle mura, Florence","Free Library of Philadelphia","1510","upenn","ita","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_142","lewis_e_142.pdf","Free Library of Philadelphia, Lewis E 142. Neuberg, Germany, 1458 October 17. Little is known about Johannes Nicolaus de Milis except that he was the author of this legal text, which he wrote in the 1430s, and that he was probably from Verona. The text itself comprises a legal glossary arranged alphabetically, beginning with absenti. This manuscript was made in the Bavarian town of Neuberg by the scribe Georgius of Neuberg, who completed the work on Oct. 17, 1458. Although the book was written in Germany by a German scribe, the script and decoration are clearly influenced by the style of Italian manuscripts of the same period.","15th century","Glossary","Germany","Repertorium juris civilis (Catalog of Civil Law)","Free Library of Philadelphia","1458","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_143","lewis_e_143.pdf","Free Library of Philadelphia, Lewis E 143. Venice, Italy, 1504 or after. This dogale consists of a commission issued by Doge Leonardo Loredan (r. 1501-1521) to Marc Antonio Contarini (1485-1546), captain of a fleet proceeding to Flanders. The text opens with a lavish all'antica style frontispiece in the style of Benedetto Bordon that includes the Contarini arms (first and fourth or, three bendlets azure) in the right margin, and an oval cartouche in the lower margin depicting the Virgin and Child blessing Contarini in the presence of Saints James and Helena. The script has been attributed to the noted scribe Giovanni Antonio Tagliente. The body of the text is in Latin; folios 40r-58r are in the Venetian dialect of Italian. The volume appears to be housed in its original binding.","Dogale","16th century","Italian","Dogale","Free Library of Philadelphia","1504","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_144","lewis_e_144.pdf","Free Library of Philadelphia, Lewis E 144. Germany, 12th century. This is a fragment of a lectionary, written in Germany in the 12th century.","Lectionary","German","Christian","Fragment of a lectionary","Free Library of Philadelphia","1100","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_145","lewis_e_145.pdf","Free Library of Philadelphia, Lewis E 145. Austria, 1468. ","Lectionary","15th century","Austrian","Lectionary","Free Library of Philadelphia","1468","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_148","lewis_e_148.pdf","Free Library of Philadelphia, Lewis E 148. Verona, Italy, Circa 1500. This manuscript contains an Italian epistolary with twelve historiated initials dated to circa 1500.","Liturgy","16th century","Italy","Epistolary","Free Library of Philadelphia","1500","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_149","lewis_e_149.pdf","Free Library of Philadelphia, Lewis E 149. Belgium, Early 15th century. This manuscript contains a collection of excerpts from the Latin Fathers.","Biography","15th century","Belgium","Libellus beati misericordes (A collection of excerpts from the latin fathers)","Free Library of Philadelphia","1400","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_150","lewis_e_150.pdf","Free Library of Philadelphia, Lewis E 150. Italy, Between 1460 and 1470. ","History","15th century","Italy","Periochae","Free Library of Philadelphia","1460","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_151","lewis_e_151.pdf","Free Library of Philadelphia, Lewis E 151. Germany, Circa 1450. This is a collection of offices, followed by seven short unidentified texts.","15th century","German","Germany","Religious manual","Free Library of Philadelphia","1450","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_153","lewis_e_153.pdf","Free Library of Philadelphia, Lewis E 153. Italy, 13th century. This manuscript contains a fragment of a thirteenth-century martyrology.","Accounts","13th century","Italian","Fragment of a Martyrology","Free Library of Philadelphia","1200","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_154","lewis_e_154.pdf","Free Library of Philadelphia, Lewis E 154. Italy?, 14th century. This manuscript is an allegorical account in elegiac verse of the Biblical story of Tobit and Tobias, probably written in Italy in the fourteenth century, in rotunda script. The text is undecorated, even lacking its main initials.","Literature -- Poetry","Italian","Italy","Tobias (History of Tobias)","Free Library of Philadelphia","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_157","lewis_e_157.pdf","Free Library of Philadelphia, Lewis E 157. Southern Netherlands, Second quarter 16th century. This manuscript is a sixteenth-century Missal, following the use of Rome, from the Southern Netherlands. It is highly decorated, including twenty-two historiated initials.","Missal","16th century","Netherlands","Missal, use of Rome","Free Library of Philadelphia","1530","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_158","lewis_e_158.pdf","Free Library of Philadelphia, Lewis E 158. France, Paris, Circa 1275. This noted Dominican Missal, likely produced in Paris, contains thirteen historiated initials by the Johannes Grusch workshop. A series of prayers for Charles I, King of Sicily (r. 1265-1285) and his family indicate an early Southern Italian or Sicilian ownership.","13th century","Missal","Historiated initial","Noted Missal, Dominican use","Free Library of Philadelphia","1275","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_159","lewis_e_159.pdf","Free Library of Philadelphia, Lewis E 159. Germany, Early 13th century. This manuscript is a single quire, a fragment from an early 13th century  Missal written in Germany. The content of the fragment includes a complete calendar plus the opening of the Canon of the Mass.","Missal","13th century","German","Fragment of a Missal","Free Library of Philadelphia","1200","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_161","lewis_e_161.pdf","Free Library of Philadelphia, Lewis E 161. Germany, Last third 14th century. This manuscript is a large late fourteenth century Missal, written in Germany.","Missal","14th century","German","Missal","Free Library of Philadelphia","1366","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_165","lewis_e_165.pdf","Free Library of Philadelphia, Lewis E 165. Italy, Circa 1450. This manuscript contains Paolo della Pergola's treatise on logic.","15th century","Italian","Italy","Compendium logicae (Compendium of logic)","Free Library of Philadelphia","1450","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_166","lewis_e_166.pdf","Free Library of Philadelphia, Lewis E 166. France, Circa 1300. This volume, written in France circa 1300, mostly consists of the Summa de vitiis of Guilelmus Peraldus, followed by a shorter treatise on the virtues, with pages of notes bound in at the beginning and end. The text is written in Gothic textualis with several changes of hand and occasional manicules in the side margins and stemmata or lists in the lower margin. Its decoration largely consists of red initials, paragraph marks, and rubrics. A dangling catchword at the end of quire 27 (fol. 222v) suggests that at least one gathering at the end of the Summa de vitiis is missing.","14th century","France","French","Summa de virtutibus (Treatise on the virtues); Summa vitiorum (Treatise on the vices)","Free Library of Philadelphia","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_167","lewis_e_167.pdf","Free Library of Philadelphia, Lewis E 167. England? France?, late 14th century. This manuscript contains a late fourteenth-century copy of the treatise Tractatus moralis de virtutibus (Moral Tract on the Virtues).","Treatise","14th century","English","Tractatus moralis de virtutibus (Moral Tract on the Virtues)","Free Library of Philadelphia","1385","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_169","lewis_e_169.pdf","Free Library of Philadelphia, Lewis E 169. Italy, Early 14th century. This manuscript is an early fourteenth-century French copy of the third edition of Petrus de Riga's Aurora, a commentary on the Bible in verse.  The format of the volume is tall and thin.  Running titles indicate the book of the Bible at the top of each page.  Simple initials in red and blue and rubrication in red appear throughout the text.  Leaves may be missing at the end.  A 1915 letter from Wilfrid Voynich to John Frederick Lewis about the manuscript is pasted to one of the flyleaves at the end of the volume.","Commentary","14th century","French","Aurora","Free Library of Philadelphia","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_174","lewis_e_174.pdf","Free Library of Philadelphia, Lewis E 174. Flanders, 15th century. This manuscript contains a fifteenth-century prayer book on the Passion of the Christ written in Dutch.","Prayer book","15th century","Flemish","Prayer book","Free Library of Philadelphia","1400","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_175","lewis_e_175.pdf","Free Library of Philadelphia, Lewis E 175. Flanders, Circa 1500. This manuscript contains a late 15th-century prayer book in Latin with headings in Italian.","Prayer book","16th century","Flemish","Prayer against the plague; Prayer book","Free Library of Philadelphia","1500","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
